Year,Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Social support,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Perceptions of corruption
2022,Sri Lanka,127,4.362,1.415,,0.000934,0.66,0.529,,0.15,0.000595,0.079
2022,Madagascar,128,4.339,0.00067,,0.000645,0.378,0.202,,0.143,2.148,0.154
2022,Egypt,129,4.288,1.388,,0.000732,0.548,0.469,,0.041,0.000856,0.254
2022,Chad,130,4.251,0.000662,,0.000506,0.225,0.18,,0.182,2.419,0.077
2022,Ethiopia,131,4.241,0.000788,,0.000809,0.457,0.472,,0.205,1.375,0.136
2022,Yemen,132,4.197,0.000691,,1.043,0.384,0.33,,0.09,1.561,0.098
2022,Mauritania,133,4.153,1.1,,0.000865,0.45,0.304,,0.088,1.207,0.138
2022,Jordan,134,4.152,1.324,,0.000724,0.675,0.476,,0.058,0.000695,0.2
2022,Togo,135,4.112,0.000771,,0.000322,0.36,0.292,,0.174,2.061,0.132
2022,India,136,3.777,1.167,,0.000376,0.471,0.647,,0.198,0.000795,0.123
2022,Zambia,137,3.76,0.00093,,0.000577,0.306,0.525,,0.203,1.135,0.083
2022,Malawi,138,3.75,0.000648,,0.000279,0.388,0.477,,0.14,1.661,0.157
2022,Tanzania,139,3.702,0.000848,,0.000597,0.425,0.578,,0.248,0.000735,0.27
2022,Sierra Leone,140,3.574,0.000686,,0.000416,0.273,0.387,,0.202,1.556,0.055
2022,Lesotho,141,3.512,0.000839,,0.000848,0,0.419,,0.076,1.312,0.018
2022,Botswana,142,3.471,1.503,,0.000815,0.28,0.571,,0.012,0.000187,0.102
2022,Rwanda,143,3.268,0.000785,,0.000133,0.462,0.621,,0.187,0.000536,0.544
2022,Zimbabwe,144,2.995,0.000947,,0.00069,0.27,0.329,,0.106,0.000548,0.105
2022,Lebanon,145,2.955,1.392,,0.000498,0.631,0.103,,0.082,0.000216,0.034
2022,Afghanistan,146,2.404,0.000758,,0,0.289,0,,0.089,1.263,0.005
